사용월,호선명,지하철역,22시-23시 하차인원,23시-24시 하차인원,00시-01시 하차인원,총하차승객수,경도,위도,구
201712,4호선,창동,60657,48340,17782,187436,127.0433646,37.648965,도봉구
201712,4호선,노원,45953,37556,13221,142683,127.060551,37.654527,노원구
201712,4호선,상계,42353,35548,11454,131708,127.073202,37.660566,노원구
201712,4호선,당고개,26805,21800,7744,83154,127.079011,37.67026,노원구
201712,3호선,오금,13661,10116,3425,40863,127.128354,37.5022335,송파구
201712,3호선,경찰병원,11628,8729,2576,34561,127.12419,37.495694,송파구
201712,3호선,가락시장,15042,10851,3548,44483,127.118104,37.4923175,송파구
201712,3호선,수서,27757,14503,7150,77167,127.1013245,37.4874685,강남구
201712,3호선,일원,12215,7547,2770,34747,127.084032,37.483869,강남구
201712,3호선,대청,16613,11883,3979,49088,127.079526,37.493601,강남구
201712,3호선,학여울,2842,2150,768,8602,127.070549,37.496683,강남구
201712,3호선,대치,15819,11922,4025,47585,127.063446,37.494569,강남구
201712,3호선,도곡,8038,5802,3484,25362,127.0556945,37.49106,강남구
201712,3호선,매봉,10157,6962,2226,29502,127.046918,37.487035,강남구
201712,3호선,양재(서초구청),34052,22174,6683,96961,127.034369,37.484102,서초구
201712,3호선,남부터미널(예술의전당),25636,15629,4105,71006,127.016274,37.48491,서초구
201712,3호선,교대(법원.검찰청),4897,3482,1236,14512,127.0142285,37.4934705,서초구
201712,3호선,고속터미널,43735,25086,5159,117715,127.0049151,37.5049142,서초구
201712,3호선,잠원,11851,7868,2445,34015,127.011611,37.51296,서초구
201712,3호선,신사,19872,16877,6169,62790,127.022883,37.524124,강남구
201712,3호선,압구정,16232,10296,4246,47006,127.0302926,37.531684,강남구
201712,3호선,옥수,20398,12901,3642,57339,127.018698,37.540514,성동구
201712,3호선,금호,17897,11628,3593,51015,127.015789,37.54826,성동구
201712,3호선,약수,21194,15340,6307,64035,127.010444,37.554431,중구
201712,3호선,동대입구,6270,4663,1575,18778,127.005316,37.558126,중구
201712,3호선,충무로,0,0,0,0,126.9935287,37.5609739,중구
201712,3호선,을지로3가,3252,2500,751,9755,126.9917735,37.566286,중구
201712,3호선,종로3가,4613,3412,1168,13806,126.9912475,37.5715,종로구
201712,3호선,안국,7674,5182,1606,22136,126.985472,37.576556,종로구
201712,3호선,경복궁(정부서울청사),14476,9580,3042,41574,126.97358,37.575838,종로구
201712,3호선,독립문,10506,7913,3802,32727,126.957918,37.574453,종로구
201712,3호선,무악재,9506,6937,2327,28276,126.950134,37.582634,서대문구
201712,3호선,홍제,36474,25208,6912,105068,126.944094,37.588792,서대문구
201712,3호선,녹번,24209,17049,4824,70291,126.935761,37.600869,은평구
201712,3호선,불광,34613,23871,7798,100895,126.9298435,37.6105025,은평구
201712,3호선,연신내,87212,63652,22176,260252,126.920842,37.618812,은평구
201712,3호선,구파발,34289,27095,9654,105327,126.918833,37.636581,은평구
201712,3호선,지축,2350,1214,160,6074,126.913746,37.648114,
201712,2호선,용두(동대문구청),2889,2035,635,8448,127.038653,37.573927,동대문구
201712,2호선,신정네거리,20898,15342,4681,61819,126.852796,37.520209,양천구
201712,2호선,양천구청,15082,13818,4656,48638,126.865633,37.512322,양천구
201712,2호선,도림천,1409,1196,457,4471,126.882624,37.51446,구로구
201712,2호선,신설동,2941,2496,896,9274,127.0248495,37.575326,동대문구
201712,2호선,신답,2776,2300,694,8546,127.04701,37.569889,성동구
201712,2호선,용답,5914,4165,1299,17292,127.050835,37.56217,성동구
201712,2호선,충정로(경기대입구),14256,10425,3584,42521,126.963672,37.560055,서대문구
201712,2호선,아현,19544,14658,4775,58521,126.956083,37.557382,마포구
201712,2호선,이대,18869,15216,5352,58306,126.945857,37.556761,마포구
201712,2호선,신촌,51775,39964,14027,157541,126.942308,37.559768,서대문구
201712,2호선,홍대입구,100279,76852,28500,305910,126.9244669,37.557527,마포구
201712,2호선,합정,41826,31371,11348,126371,126.9101219,37.5463089,마포구
201712,2호선,당산,41900,31949,9704,125453,126.9019901,37.5340278,영등포구
201712,2호선,영등포구청,25805,19881,7733,79224,126.8959946,37.5248203,영등포구
201712,2호선,문래,22279,16930,5806,67294,126.894808,37.517989,영등포구
201712,2호선,신도림,102124,84416,40227,328891,126.891336,37.508562,구로구
201712,2호선,대림(구로구청),71344,39771,11748,194207,126.8957865,37.4930835,영등포구
201712,2호선,구로디지털단지,115817,80209,23694,335537,126.901472,37.48525,구로구
201712,2호선,신대방,72986,47395,14223,207590,126.913282,37.487519,관악구
201712,2호선,신림,173671,124732,42588,514662,126.9383251,37.4626176,관악구
201712,2호선,봉천,46886,30684,10240,134696,126.941574,37.482476,관악구
201712,2호선,서울대입구(관악구청),107554,77325,29283,321716,126.952712,37.48121,관악구
201712,2호선,낙성대,68022,50000,16680,202724,126.963418,37.477117,관악구
201712,2호선,사당,88636,62953,21335,261560,126.981633,37.476559,동작구
201712,2호선,방배,26085,18066,6212,76448,126.997638,37.481512,서초구
201712,2호선,서초,13860,8635,2565,38920,127.007688,37.49184,서초구
201712,2호선,교대(법원.검찰청),32137,20550,6659,91483,127.0142285,37.4934705,서초구
201712,2호선,강남,71430,47443,15521,205824,127.027621,37.497942,강남구
201712,2호선,역삼,21315,14561,5575,62766,127.036087,37.500326,강남구
201712,2호선,선릉,23918,16690,8917,73443,127.048941,37.504479,강남구
201712,2호선,삼성(무역센터),21036,13504,7404,62980,127.063149,37.508861,강남구
201712,2호선,종합운동장,27731,18658,4969,79089,127.073774,37.511051,송파구
201712,2호선,잠실새내,48154,31135,10476,137919,127.085585,37.511624,송파구
201712,2호선,잠실(송파구청),123455,87917,22356,357183,127.1001336,37.5132612,송파구
201712,2호선,잠실나루,27307,19463,6927,81004,127.103822,37.520661,송파구
201712,2호선,강변(동서울터미널),77745,48810,13412,217712,127.094672,37.535144,광진구
201712,2호선,구의(광진구청),51321,32601,11543,146786,127.0852645,37.5368933,광진구
201712,2호선,건대입구,81114,53139,20153,235520,127.069236,37.540389,광진구
201712,2호선,성수,19427,14599,9441,62894,127.055957,37.544603,성동구
201712,2호선,뚝섬,18241,12813,5401,54696,127.04731,37.54724,성동구
201712,2호선,한양대,6550,5119,2038,20257,127.0436832,37.5556003,성동구
201712,2호선,왕십리(성동구청),26916,20549,9613,83994,127.035505,37.5611284,성동구
201712,2호선,상왕십리,26048,17635,6573,76304,127.028872,37.5645,성동구
201712,2호선,신당,23086,17070,6087,69329,127.019468,37.565671,중구
201712,2호선,동대문역사문화공원,23479,16421,6460,69839,127.007765,37.565102,중구
201712,2호선,을지로4가,5614,4212,1293,16733,126.9978305,37.5670145,중구
201712,2호선,을지로3가,8721,6394,2362,26198,126.9917735,37.566286,중구
201712,2호선,을지로입구,21066,14736,5259,62127,126.982662,37.566056,중구
201712,2호선,시청,8105,5857,2139,24206,126.9768616,37.5657037,중구
201712,1호선,동묘앞,8310,5786,4396,26802,127.016008,37.572729,종로구
201712,1호선,청량리(서울시립대입구),36249,26437,8959,107894,127.048958,37.581381,동대문구
201712,1호선,제기동,13353,9951,2721,39378,127.034895,37.578162,동대문구
201712,1호선,신설동,17741,13609,3694,52785,127.0248495,37.575326,동대문구
201712,1호선,동대문,20551,16691,5872,63665,127.008785,37.570999,종로구
201712,1호선,종로5가,7094,4691,1780,20659,127.001921,37.570988,종로구
201712,1호선,종로3가,10834,7668,3529,32865,126.9912475,37.5715,종로구
201712,1호선,종각,16151,13786,2580,48668,126.983099,37.570169,종로구
201712,1호선,시청,8836,5482,1817,24971,126.9768616,37.5657037,중구
201712,1호선,서울역,48341,27615,10795,135092,126.9696195,37.5536067,용산구
201712,경춘선,김유정,209,168,66,652,127.714302,37.818475,
201712,경춘선,남춘천,4376,2727,1983,13462,127.723761,37.864071,
201712,경춘선,춘천,1565,1119,1099,5348,127.7169845,37.8849671,
201712,공항철도 1호선,서울역,12099,5607,4717,34522,126.9696195,37.5536067,용산구
201712,공항철도 1호선,공덕,4285,3278,1971,13819,126.951576,37.54322,마포구
201712,공항철도 1호선,홍대입구,11983,10759,3447,38172,126.9244669,37.557527,마포구
201712,공항철도 1호선,디지털미디어시티,7745,5511,3365,24366,126.9004205,37.5779636,은평구
201712,공항철도 1호선,김포공항,3832,2318,1714,11696,126.8019274,37.5618288,강서구
201712,공항철도 1호선,계양,29561,22061,6152,87335,126.7363805,37.571594,
201712,우이신설선,4.19민주묘지,3600,2919,946,11065,127.013701,37.649556,강북구
201712,공항철도 1호선,검암,21093,16850,10603,69639,126.6736077,37.5692314,
201712,공항철도 1호선,청라국제도시,13266,8297,2596,37425,126.6245342,37.5563477,
201712,공항철도 1호선,운서,13280,11842,4417,42819,126.493844,37.492764,
201712,공항철도 1호선,공항화물청사,343,250,62,998,126.477492,37.459049,
201712,공항철도 1호선,인천공항1터미널,9207,8759,8332,35505,126.4524015,37.4475135,
201712,공항철도 1호선,영종,4575,3864,1763,14777,126.52436,37.51213,
201712,6호선,구산,11027,8328,2959,33341,126.917879,37.610725,은평구
201712,6호선,새절(신사),28950,20574,6181,84655,126.913582,37.591014,은평구
201712,6호선,증산(명지대앞),23434,16517,5173,68558,126.909686,37.583933,은평구
201712,6호선,디지털미디어시티,21217,15860,6082,64376,126.9004205,37.5779636,은평구
201712,과천선,선바위,11313,6374,2450,31450,127.002164,37.451854,
201712,6호선,월드컵경기장(성산),5259,3878,1058,15454,126.899058,37.569656,마포구
201712,6호선,마포구청,20553,14637,4492,60235,126.903472,37.563418,마포구
201712,6호선,망원,19549,13587,4048,56733,126.9012821,37.5559772,마포구
201712,6호선,합정,16794,12939,4186,50713,126.9101219,37.5463089,마포구
201712,6호선,상수,13649,11071,3216,41585,126.9244174,37.5454728,마포구
201712,6호선,광흥창(서강),11830,8977,2536,35173,126.931855,37.547478,마포구
201712,6호선,대흥(서강대앞),10564,8321,2357,31806,126.942332,37.547674,마포구
201712,6호선,공덕,20055,14287,7256,61653,126.951576,37.54322,마포구
201712,경강선,이매,1131,648,199,3109,127.128272,37.395846,
201712,경강선,삼동,3187,1909,43,8326,127.203607,37.408566,
201712,경강선,경기광주,9940,8137,94,28111,127.252369,37.398666,
201712,경강선,초월,5145,3840,0,14130,127.299996,37.373389,
201712,경강선,곤지암,2851,2332,0,8034,127.341839,37.3499838,
201712,경강선,신둔도예촌,1728,1744,1,5201,127.404609,37.315656,
201712,경강선,이천,4651,3398,13,12713,127.442135,37.264222,
201712,경강선,여주,2946,2872,1208,9972,127.628612,37.282248,
201712,경부선,서울역,1237,320,20,2814,126.9696195,37.5536067,용산구
201712,경부선,남영,12443,8803,1998,35687,126.971171,37.540597,용산구
201712,경부선,용산,24188,9685,3443,61504,126.964775,37.52989,용산구
201712,경부선,노량진,18347,13553,3312,53559,126.94167,37.514072,동작구
201712,경부선,대방,22544,16192,3837,65117,126.9263997,37.5125603,동작구
201712,경춘선,강촌,414,377,67,1272,127.63478,37.81829,
201712,7호선,천왕,16172,11837,4040,48221,126.838681,37.486686,구로구
201712,7호선,온수(성공회대입구),19056,14404,8023,60539,126.8236345,37.4921505,구로구
201712,7호선,까치울,13956,8858,2340,39110,126.8113591,37.5062327,
201712,7호선,부천종합운동장,9658,6910,2423,28649,126.797498,37.505452,
201712,7호선,춘의,12119,8272,3068,35578,126.787079,37.50371,
201712,7호선,신중동,21736,17613,6695,67780,126.77596,37.503052,
201712,7호선,부천시청,17736,14283,4872,54627,126.763602,37.504669,
201712,7호선,상동,18901,15804,5034,58640,126.753147,37.505802,
201712,7호선,삼산체육관,10094,7615,3028,30831,126.742024,37.506483,
201712,7호선,굴포천,20812,13144,6240,61008,126.725813,37.508231,
201712,7호선,부평구청,21700,15526,7441,66367,126.72091,37.508073,
201712,8호선,암사,36026,25185,7128,104365,127.1304539,37.558248,강동구
201712,경부선,영등포,42788,25615,7425,118616,126.9071288,37.5154133,영등포구
201712,경부선,신도림,5113,3746,1990,15962,126.891336,37.508562,구로구
201712,경부선,신길,15515,10523,3116,44669,126.9164095,37.517346,영등포구
201712,경부선,구로,26479,21820,22585,97363,126.8820367,37.5031784,구로구
201712,경부선,가산디지털단지,14276,8474,1372,38398,126.8825735,37.48089,금천구
201712,경부선,금천구청,18280,13335,1349,51244,126.894003,37.455645,금천구
201712,경부선,석수,19415,14638,1330,54798,126.902233,37.435161,
201712,경부선,관악,15768,12575,1587,45698,126.908476,37.419578,
201712,경부선,안양,40741,29804,4890,116176,126.9220496,37.4026846,
201712,경부선,명학,12479,10735,1719,37412,126.9305068,37.3900837,
201712,경부선,금정,52446,40242,15995,161129,126.9434895,37.372237,
201712,경부선,군포,7334,5411,1095,21174,126.948517,37.353732,
201712,6호선,효창공원앞,9321,6763,2643,28048,126.961339,37.539289,용산구
201712,6호선,삼각지,8308,6177,1733,24526,126.9734515,37.5350315,용산구
201712,6호선,녹사평(용산구청),6628,5467,1783,20506,126.9853515,37.534945,용산구
201712,6호선,이태원,33915,30550,10311,108691,126.994579,37.534533,용산구
201712,6호선,한강진,3456,2837,2753,12502,127.001736,37.539518,용산구
201712,6호선,버티고개,4085,2944,1008,12122,127.0071227,37.5478919,중구
201712,6호선,약수,3725,2596,984,11030,127.010444,37.554431,중구
201712,6호선,청구,4551,3299,1253,13654,127.0131005,37.5591145,중구
201712,6호선,신당,8422,13237,2794,32875,127.019468,37.565671,중구
201712,6호선,동묘앞,10566,10628,3319,35079,127.016008,37.572729,종로구
201712,6호선,창신,6529,4316,1629,19003,127.015281,37.579361,종로구
201712,6호선,보문,14435,10084,3831,42785,127.0227704,37.5803121,성북구
201712,6호선,안암(고대병원앞),14829,12649,5746,48053,127.0268837,37.5870127,성북구
201712,6호선,고려대(종암),14960,13210,3472,46602,127.035859,37.590401,성북구
201712,6호선,월곡(동덕여대),21966,16527,4678,65137,127.04153,37.601925,성북구
201712,6호선,상월곡(한국과학기술연구원),11778,8580,2729,34865,127.048862,37.6066,성북구
201712,과천선,경마공원,1294,898,347,3833,127.007899,37.443987,
201712,과천선,대공원,418,287,110,1233,127.006474,37.435724,
201712,과천선,과천,8159,6228,1996,24542,126.996404,37.433205,
201712,과천선,정부과천청사,8904,6423,1964,26195,126.9898051,37.426119,
201712,과천선,인덕원,44054,34327,12388,134823,126.976384,37.400807,
201712,과천선,평촌,24350,16306,8341,73347,126.96388,37.394346,
201712,과천선,범계,43639,28863,14041,130182,126.950627,37.389854,
201712,분당선,선릉,6385,4643,1063,18476,127.048941,37.504479,강남구
201712,분당선,한티,15425,11378,1317,43545,127.052883,37.496208,강남구
201712,분당선,도곡,8609,6516,1021,24755,127.0556945,37.49106,강남구
201712,분당선,구룡,3182,2877,378,9619,127.059496,37.486985,강남구
201712,분당선,개포동,5586,3978,654,15804,127.066502,37.489167,강남구
201712,분당선,대모산입구,5571,3577,758,15477,127.072702,37.491347,강남구
201712,분당선,수서,18863,10085,1923,49734,127.1013245,37.4874685,강남구
201712,분당선,복정,0,0,0,0,127.126685,37.470375,송파구
201712,분당선,수원,7872,4889,2381,23014,126.9994077,37.2664398,
201712,분당선,서울숲,10587,6346,1442,28962,127.0384781,37.5450111,성동구
201712,분당선,압구정로데오,7216,4258,983,19673,127.040555,37.527385,강남구
201712,분당선,강남구청,7645,5456,1366,22112,127.0411685,37.517473,강남구
201712,분당선,선정릉,4655,3409,906,13625,127.0438167,37.5102747,강남구
201712,분당선,가천대,18663,14351,2339,54016,127.126635,37.449602,
201712,분당선,태평,33082,20118,3347,89629,127.128035,37.439854,
201712,분당선,모란,40114,28890,4351,113469,127.129064,37.432124,
201712,분당선,야탑,39245,26037,5989,110516,127.128661,37.41132,
201712,분당선,서현,26373,18001,3099,73846,127.123249,37.384931,
201712,분당선,수내,14026,9145,2247,39444,127.114216,37.378435,
201712,분당선,정자,26775,18046,6548,78144,127.1163207,37.3638388,
201712,분당선,미금,32425,23405,5977,94232,127.108952,37.350078,
201712,경부선,의왕,13488,10656,2741,40373,126.948099,37.320648,
201712,경부선,성균관대,31960,22527,7070,93517,126.97086,37.300344,
201712,경부선,화서,16197,12270,3998,48662,126.989581,37.28399,
201712,경부선,수원,54467,35689,13574,158197,126.9994077,37.2664398,
201712,경부선,독산,23419,15851,1144,63833,126.8895083,37.4659942,금천구
201712,경부선,세류,7343,5094,1985,21765,127.0137721,37.2441023,
201712,경부선,병점,29010,22319,11947,92286,127.033268,37.206821,
201712,경부선,세마,4376,3845,202,12799,127.043279,37.187288,
201712,경부선,오산대,4066,3887,252,12271,127.0600685,37.1703135,
201712,경부선,오산,16061,10078,622,42822,127.067125,37.14581,
201712,경강선,판교,1117,724,283,3241,127.111135,37.394798,
201712,경부선,진위,1959,1394,72,5384,127.062342,37.109771,
201712,경부선,송탄,7986,8951,1093,26016,127.054377,37.075533,
201712,경부선,서정리,8483,5963,1457,24386,127.053294,37.057003,
201712,경부선,지제,1451,1251,276,4429,127.070269,37.018822,
201712,경부선,평택,15863,11363,1991,45080,127.084981,36.991145,
201712,경부선,성환,4989,4518,838,15334,127.126936,36.916675,
201712,경부선,직산,1261,816,364,3702,127.143774,36.870921,
201712,경부선,두정,9230,7219,2735,28414,127.148905,36.833791,
201712,경부선,천안,7847,5171,2902,23767,127.146561,36.809084,
201712,경부선,당정,14432,10816,2362,42042,126.948388,37.34338,
201712,경부선,서동탄,1930,2548,1479,7887,127.051893,37.195675,
201712,경부선,광명,1876,4,1,3757,126.884789,37.416522,
201712,경원선,이촌(국립중앙박물관),5681,3848,1234,16444,126.9738155,37.5224761,용산구
201712,경원선,서빙고,2212,1655,466,6545,126.988358,37.51961,용산구
201712,경원선,한남,3730,3031,703,11194,127.008984,37.529361,용산구
201712,경원선,옥수,16,2,0,34,127.018698,37.540514,성동구
201712,경원선,응봉,2716,2251,606,8289,127.0348241,37.5504328,성동구
201712,경원선,왕십리(성동구청),30369,18001,7287,86026,127.035505,37.5611284,성동구
201712,분당선,오리,19996,14439,4779,59210,127.108985,37.339832,
201712,분당선,이매,10138,7268,1558,29102,127.128272,37.395846,
201712,분당선,보정,4388,3404,916,13096,127.108219,37.31274,
201712,분당선,죽전,31175,25234,13637,101221,127.1264906,37.3290605,
201712,분당선,구성,11474,8722,1946,33616,127.105664,37.299013,
201712,분당선,신갈,9749,8478,1958,29934,127.111311,37.286127,
201712,분당선,기흥,14659,13698,3373,46389,127.115944,37.275657,
201712,분당선,상갈,11335,8573,1876,33119,127.108718,37.261797,
201712,분당선,청명,8485,6059,1575,24604,127.0790738,37.2595832,
201712,분당선,영통,14215,9502,3106,41038,127.07134,37.251521,
201712,분당선,망포,25570,15900,5774,72814,127.0573667,37.2457927,
201712,분당선,매탄권선,9459,7233,1752,27903,127.040459,37.252951,
201712,안산선,신길온천,2927,2434,1311,9599,126.767306,37.337488,
201712,분당선,수원시청,16121,14196,3566,50004,127.030736,37.261941,
201712,분당선,매교,4453,2998,952,12856,127.015657,37.265502,
201712,수인선,달월,64,69,11,208,126.745431,37.379993,
201712,수인선,월곶,4778,3349,709,13614,126.742693,37.391813,
201712,8호선,천호(풍납토성),33045,22984,8066,97140,127.1233835,37.538289,강동구
201712,8호선,강동구청,20144,11657,4124,56069,127.120535,37.53051,송파구
201712,8호선,몽촌토성(평화의문),9128,5460,2069,25785,127.11274,37.517641,송파구
201712,8호선,잠실(송파구청),10326,7141,2509,30302,127.1001336,37.5132612,송파구
201712,8호선,석촌,13208,10425,2882,39723,127.106981,37.505438,송파구
201712,8호선,송파,6236,4597,1278,18347,127.112201,37.499739,송파구
201712,8호선,가락시장,9555,6501,3261,28872,127.118104,37.4923175,송파구
201712,8호선,문정,11299,6912,2772,32282,127.1224677,37.4859861,송파구
201712,8호선,장지,25280,17103,6609,74272,127.126274,37.477699,송파구
201712,8호선,복정,17655,9429,2554,47293,127.126685,37.470375,송파구
201712,8호선,산성,12773,7580,2473,35599,127.150057,37.456639,
201712,8호선,남한산성입구(성남법원.검찰청),27676,18233,5959,79544,127.159821,37.451541,
201712,8호선,단대오거리,21869,15395,4918,64051,127.156709,37.44505,
201712,8호선,신흥,8379,6031,1959,24748,127.147493,37.440949,
201712,8호선,수진,7979,5038,1734,22730,127.1410201,37.4376114,
201712,8호선,모란,4360,2821,1768,13309,127.129064,37.432124,
201712,9호선,개화,9565,6842,2241,28213,126.797391,37.578576,강서구
201712,9호선,김포공항,7003,4374,3015,21395,126.8019274,37.5618288,강서구
201712,경춘선,백양리,311,281,55,958,127.6124,37.827688,
201712,경춘선,굴봉산,140,77,16,373,127.557732,37.832086,
201712,경춘선,가평,1653,1442,571,5319,127.510693,37.814515,
201712,경춘선,상천,344,269,73,1030,127.4542002,37.770405,
201712,경춘선,청평,1965,1814,130,5874,127.426526,37.735922,
201712,경춘선,대성리,500,305,16,1321,127.376729,37.6805595,
201712,경춘선,마석,5356,3097,1330,15139,127.31168,37.652797,
201712,경춘선,천마산,2206,1735,432,6579,127.2857308,37.6589954,
201712,경춘선,평내호평,9617,9025,3239,31498,127.244452,37.653229,
201712,경춘선,금곡,1754,1913,442,5863,127.207931,37.637414,
201712,수인선,소래포구,5456,4362,1135,16409,126.733533,37.400963,
201712,수인선,인천논현,8348,5142,1312,23150,126.722495,37.400641,
201712,수인선,호구포,3436,2209,632,9713,126.708682,37.401622,
201712,수인선,남동인더스파크,754,494,114,2116,126.695235,37.407772,
201712,수인선,원인재,9384,6660,2179,27607,126.6871295,37.412757,
201712,수인선,연수,6058,5141,1282,18539,126.678473,37.41736,
201712,수인선,송도,5156,3873,903,15088,126.654485,37.429714,
201712,수인선,인하대,8813,4674,1623,23923,126.649832,37.448191,
201712,수인선,숭의,3856,2238,797,10747,126.638083,37.460889,
201712,수인선,신포,1498,919,434,4349,126.624509,37.468442,
201712,6호선,돌곶이,15522,10933,4024,46001,127.056403,37.610493,성북구
